url_path,views_total,views_unique
/s-murfy/k223d,7,5
/s-murfy/k223d/tree/master/notebooks,5,5
/s-murfy/k223d/tree/master,4,3
/s-murfy/k223d/releases/tag/2.0,2,1
/s-murfy/k223d/tags,2,1
/s-murfy/k223d/tree/master/.github,2,1
/s-murfy/k223d/tree/master/notebooks/Earthquake_egs/Kuril 2025,2,1
/s-murfy/k223d/blob/master/CITATION.cff,1,1
/s-murfy/k223d/blob/master/Dockerfile,1,1
/s-murfy/k223d/blob/master/README.md,1,1
