url_path,views_total,views_unique
/s-murfy/k223d,28,5
/s-murfy/k223d/branches,20,2
/s-murfy/k223d/actions/workflows/repostats.yml,16,1
/s-murfy/k223d/tree/github-repo-stats,12,1
/s-murfy/k223d/actions,11,1
/s-murfy/k223d/blob/master/.github/workflows/repostats.yml,7,1
/s-murfy/k223d/actions/new,6,1
/s-murfy/k223d/tree/master/.github/workflows,5,1
/s-murfy/k223d/tree/master,4,2
/s-murfy/k223d/new/master,4,1
