time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-29 00:00:00+00:00,,,9,1
2025-08-03 00:00:00+00:00,,,1,1
2025-08-07 00:00:00+00:00,1.0,1.0,20,2
2025-08-10 00:00:00+00:00,1.0,1.0,6,1
2025-08-11 00:00:00+00:00,5.0,5.0,55,3
