url_path,views_total,views_unique
/s-murfy/k223d,7,5
/s-murfy/k223d/graphs/traffic,2,1
/s-murfy/k223d/pulse,2,1
/s-murfy/k223d/tree/master,2,1
/s-murfy/k223d/tree/master/examples,2,1
/s-murfy/k223d/blob/github-repo-stats/s-murfy/k223d/latest-report/report.md,1,1
/s-murfy/k223d/blob/github-repo-stats/s-murfy/k223d/latest-report/report.pdf,1,1
/s-murfy/k223d/branches,1,1
/s-murfy/k223d/pulls,1,1
/s-murfy/k223d/security,1,1
