url_path,views_total,views_unique
/s-murfy/k223d,6,3
/s-murfy/k223d/discussions,1,1
/s-murfy/k223d/graphs/contributors,1,1
/s-murfy/k223d/issues,1,1
/s-murfy/k223d/pulls,1,1
/s-murfy/k223d/pulse,1,1
